Employee,Employee_Name,Is_Guest,Date,Status,Location,Day,,
2217,Logan Brooks,,28-02-2025,WFO,Bangalore,Friday,,
2106,MaverickClark,,28-02-2025,WFO,Bangalore,Friday,,
2221,Casey Reed,,28-02-2025,WFH,Bangalore,Friday,,
2012,DavidRodriguez,,28-02-2025,WFH,Bangalore,Friday,,
2219,Kendall Harris,,28-02-2025,WFH,Bangalore,Friday,,
2063,JacksonGrant,,28-02-2025,WFH,Bangalore,Friday,,
2100,FinnTaylor,,28-02-2025,WFH,Bangalore,Friday,,
2060,IslaHarrington,,28-02-2025,WFH,Bangalore,Friday,,
2061,JacksonMoss,,28-02-2025,WFH,Bangalore,Friday,,
1781,TheodoreSanchez,,28-02-2025,WFO,Bangalore,Friday,,
1953,HarperMurphy,,28-02-2025,WFH,Bangalore,Friday,,
1973,EmmaBishop,,28-02-2025,WFO,Bangalore,Friday,,
2214,Shawn Peterson,,28-02-2025,WFO,Bangalore,Friday,,
1947,SkylarBryant,,28-02-2025,WFH,Bangalore,Friday,,
2024,PhoebePerry,,28-02-2025,WFO,Bangalore,Friday,,
2018,LaylaCameron,,28-02-2025,WFH,Bangalore,Friday,,
1941,EvelynHall,,28-02-2025,WFH,Bangalore,Friday,,
2056,BrooklynHernandez,,28-02-2025,WFO,Bangalore,Friday,,
2215,Corey Wright,,28-02-2025,WFO,Bangalore,Friday,,
2033,FionaHarrington,,28-02-2025,WFO,Bangalore,Friday,,
2036,AdamLynch,,28-02-2025,WFH,Bangalore,Friday,,
2057,EmeryLee,,28-02-2025,WFH,Bangalore,Friday,,
2058,KatherineMitchell,,28-02-2025,WFO,Bangalore,Friday,,
2017,AlexanderShaw,,28-02-2025,WFO,Bangalore,Friday,,
2223,Harley Fisher,,28-02-2025,WFH,Bangalore,Friday,,
2093,AvaOrtega,,03-03-2025,WFO,Bangalore,Monday,WFO,
2219,Kendall Harris,,03-03-2025,WFH,Bangalore,Monday,,
2216,Jaden Bell,,03-03-2025,WFH,Bangalore,Monday,,
2087,AmosWilliamson,,03-03-2025,WFH,Bangalore,Monday,WFO,
2069,SageRodriguez,,03-03-2025,WFH,Bangalore,Monday,,
2072,MaverickCameron,,03-03-2025,WFH,Bangalore,Monday,WFO,
2066,NatalieNelson,,03-03-2025,WFH,Bangalore,Monday,,
2063,JacksonGrant,,03-03-2025,WFH,Bangalore,Monday,,
2094,AddisonRobinson,,03-03-2025,WFH,Bangalore,Monday,WFO,
2073,BlaiseRogers,,03-03-2025,WFH,Bangalore,Monday,WFO,
2096,CameronRichards,,03-03-2025,WFH,Bangalore,Monday,WFO,
2108,MaddoxRodriguez,,03-03-2025,WFH,Bangalore,Monday,WFO,
2100,FinnTaylor,,03-03-2025,WFO,Bangalore,Monday,WFO,
2101,EliWilliams,,03-03-2025,WFH,Bangalore,Monday,WFO,
2104,OliviaCameron,,03-03-2025,WFO,Bangalore,Monday,WFO,
2217,Logan Brooks,,03-03-2025,WFH,Bangalore,Monday,WFO,
2106,MaverickClark,,03-03-2025,WFO,Bangalore,Monday,WFO,
2107,CalvinBaker,,03-03-2025,WFO,Bangalore,Monday,,
2109,OwenRoberts,,03-03-2025,WFH,Bangalore,Monday,WFO,
2110,JudeRamirez,,03-03-2025,WFH,Bangalore,Monday,WFO,
2111,LaylaAllen,1,03-03-2025,WFH,Bangalore,Monday,,
1781,TheodoreSanchez,,03-03-2025,WFH,Bangalore,Monday,,
2061,JacksonMoss,,03-03-2025,WFH,Bangalore,Monday,,
2098,TheodoreCraig,,03-03-2025,WFH,Bangalore,Monday,,
2060,IslaHarrington,,03-03-2025,WFH,Bangalore,Monday,,
2056,BrooklynHernandez,,03-03-2025,WFH,Bangalore,Monday,WFO,
2058,KatherineMitchell,,03-03-2025,WFO,Bangalore,Monday,,
2006,LeviHudson,,03-03-2025,WFH,Bangalore,Monday,,
2223,Harley Fisher,,03-03-2025,WFH,Bangalore,Monday,,
2005,MilaRodriguez,,03-03-2025,WFH,Bangalore,Monday,WFO,
2002,LeahGeorge,,03-03-2025,WFH,Bangalore,Monday,,
2218,Jesse Morgan,,03-03-2025,WFO,Bangalore,Monday,WFO,
2222,Alex Perry,,03-03-2025,WFH,Bangalore,Monday,,
1981,MayaWhite,,03-03-2025,WFH,Bangalore,Monday,,
2215,Corey Wright,,03-03-2025,WFO,Bangalore,Monday,,
1973,EmmaBishop,,03-03-2025,WFH,Bangalore,Monday,,
2214,Shawn Peterson,,03-03-2025,WFH,Bangalore,Monday,,
1957,EverlyMartin,,03-03-2025,WFO,Bangalore,Monday,,
1953,HarperMurphy,,03-03-2025,WFH,Bangalore,Monday,,
2221,Casey Reed,,03-03-2025,WFH,Bangalore,Monday,,
1946,SiennaFoster,,03-03-2025,WFH,Bangalore,Monday,,
2036,AdamLynch,,03-03-2025,WFH,Bangalore,Monday,,
1947,SkylarBryant,,03-03-2025,WFH,Bangalore,Monday,WFO,
2033,FionaHarrington,,03-03-2025,WFO,Bangalore,Monday,,
2024,PhoebePerry,,03-03-2025,WFH,Bangalore,Monday,,
2020,BraydenScott,,03-03-2025,WFH,Bangalore,Monday,,
2022,ScarlettKing,,03-03-2025,WFO,Bangalore,Monday,WFO,
2018,LaylaCameron,,03-03-2025,WFH,Bangalore,Monday,,
2017,AlexanderShaw,,03-03-2025,WFH,Bangalore,Monday,,
2213,Elliot Powell,,03-03-2025,WFH,Bangalore,Monday,,
2012,DavidRodriguez,,03-03-2025,WFO,Bangalore,Monday,WFO,
1941,EvelynHall,,03-03-2025,WFO,Bangalore,Monday,WFO,
2057,EmeryLee,,03-03-2025,WFO,Bangalore,Monday,WFO,
2024,PhoebePerry,,04-03-2025,WFH,Bangalore,Tuesday,,
2018,LaylaCameron,,04-03-2025,WFH,Bangalore,Tuesday,,
2020,BraydenScott,,04-03-2025,WFH,Bangalore,Tuesday,,
2022,ScarlettKing,,04-03-2025,WFO,Bangalore,Tuesday,WFO,
2017,AlexanderShaw,,04-03-2025,WFO,Bangalore,Tuesday,,
2058,KatherineMitchell,,04-03-2025,WFH,Bangalore,Tuesday,,
2036,AdamLynch,,04-03-2025,WFH,Bangalore,Tuesday,,
2056,BrooklynHernandez,,04-03-2025,WFH,Bangalore,Tuesday,WFO,
2057,EmeryLee,,04-03-2025,WFH,Bangalore,Tuesday,WFO,
2223,Harley Fisher,,04-03-2025,WFH,Bangalore,Tuesday,,
2060,IslaHarrington,,04-03-2025,WFH,Bangalore,Tuesday,,
2061,JacksonMoss,,04-03-2025,WFO,Bangalore,Tuesday,,
2033,FionaHarrington,,04-03-2025,WFH,Bangalore,Tuesday,,
2012,DavidRodriguez,,04-03-2025,WFO,Bangalore,Tuesday,WFO,
1947,SkylarBryant,,04-03-2025,WFH,Bangalore,Tuesday,WFO,
2005,MilaRodriguez,,04-03-2025,WFO,Bangalore,Tuesday,WFO,
2002,LeahGeorge,,04-03-2025,WFH,Bangalore,Tuesday,,
2218,Jesse Morgan,,04-03-2025,WFO,Bangalore,Tuesday,WFO,
2222,Alex Perry,,04-03-2025,WFH,Bangalore,Tuesday,,
2221,Casey Reed,,04-03-2025,WFH,Bangalore,Tuesday,,
1981,MayaWhite,,04-03-2025,WFO,Bangalore,Tuesday,,
2215,Corey Wright,,04-03-2025,WFO,Bangalore,Tuesday,,
1973,EmmaBishop,,04-03-2025,WFO,Bangalore,Tuesday,,
2214,Shawn Peterson,,04-03-2025,WFO,Bangalore,Tuesday,,
1957,EverlyMartin,,04-03-2025,WFH,Bangalore,Tuesday,,
1953,HarperMurphy,,04-03-2025,WFO,Bangalore,Tuesday,,
1946,SiennaFoster,,04-03-2025,WFH,Bangalore,Tuesday,,
1941,EvelynHall,,04-03-2025,WFO,Bangalore,Tuesday,WFO,
1781,TheodoreSanchez,,04-03-2025,WFH,Bangalore,Tuesday,,
2006,LeviHudson,,04-03-2025,WFH,Bangalore,Tuesday,,
2063,JacksonGrant,,04-03-2025,WFH,Bangalore,Tuesday,,
2213,Elliot Powell,,04-03-2025,WFH,Bangalore,Tuesday,,
2069,SageRodriguez,,04-03-2025,WFH,Bangalore,Tuesday,,
2066,NatalieNelson,,04-03-2025,WFH,Bangalore,Tuesday,,
2111,LaylaAllen,1,04-03-2025,WFH,Bangalore,Tuesday,,
2110,JudeRamirez,,04-03-2025,WFH,Bangalore,Tuesday,WFO,
2109,OwenRoberts,,04-03-2025,WFH,Bangalore,Tuesday,WFO,
2108,MaddoxRodriguez,,04-03-2025,WFH,Bangalore,Tuesday,WFO,
2106,MaverickClark,,04-03-2025,WFO,Bangalore,Tuesday,WFO,
2217,Logan Brooks,,04-03-2025,WFH,Bangalore,Tuesday,WFO,
2104,OliviaCameron,,04-03-2025,WFO,Bangalore,Tuesday,WFO,
2101,EliWilliams,,04-03-2025,WFH,Bangalore,Tuesday,WFO,
2107,CalvinBaker,,04-03-2025,WFH,Bangalore,Tuesday,,
2098,TheodoreCraig,,04-03-2025,WFO,Bangalore,Tuesday,,
2096,CameronRichards,,04-03-2025,WFO,Bangalore,Tuesday,WFO,
2094,AddisonRobinson,,04-03-2025,WFH,Bangalore,Tuesday,WFO,
2093,AvaOrtega,,04-03-2025,WFO,Bangalore,Tuesday,WFO,
2219,Kendall Harris,,04-03-2025,WFH,Bangalore,Tuesday,,
2216,Jaden Bell,,04-03-2025,WFH,Bangalore,Tuesday,,
2087,AmosWilliamson,,04-03-2025,WFH,Bangalore,Tuesday,WFO,
2073,BlaiseRogers,,04-03-2025,WFH,Bangalore,Tuesday,WFO,
2100,FinnTaylor,,04-03-2025,WFH,Bangalore,Tuesday,WFO,
2072,MaverickCameron,,04-03-2025,WFO,Bangalore,Tuesday,WFO,
2216,Jaden Bell,,05-03-2025,WFH,Bangalore,Wednesday,,
2087,AmosWilliamson,,05-03-2025,WFO,Bangalore,Wednesday,WFO,
2073,BlaiseRogers,,05-03-2025,WFO,Bangalore,Wednesday,WFO,
2072,MaverickCameron,,05-03-2025,WFO,Bangalore,Wednesday,WFO,
2061,JacksonMoss,,05-03-2025,WFH,Bangalore,Wednesday,,
2066,NatalieNelson,,05-03-2025,WFH,Bangalore,Wednesday,,
2063,JacksonGrant,,05-03-2025,WFH,Bangalore,Wednesday,,
2060,IslaHarrington,,05-03-2025,WFH,Bangalore,Wednesday,,
2219,Kendall Harris,,05-03-2025,WFH,Bangalore,Wednesday,,
2069,SageRodriguez,,05-03-2025,WFH,Bangalore,Wednesday,,
2093,AvaOrtega,,05-03-2025,WFO,Bangalore,Wednesday,WFO,
2109,OwenRoberts,,05-03-2025,WFH,Bangalore,Wednesday,WFO,
2096,CameronRichards,,05-03-2025,WFO,Bangalore,Wednesday,WFO,
2098,TheodoreCraig,,05-03-2025,WFH,Bangalore,Wednesday,,
2100,FinnTaylor,,05-03-2025,WFO,Bangalore,Wednesday,WFO,
2101,EliWilliams,,05-03-2025,WFH,Bangalore,Wednesday,WFO,
2217,Logan Brooks,,05-03-2025,WFO,Bangalore,Wednesday,WFO,
2106,MaverickClark,,05-03-2025,WFO,Bangalore,Wednesday,WFO,
2107,CalvinBaker,,05-03-2025,WFH,Bangalore,Wednesday,,
2108,MaddoxRodriguez,,05-03-2025,WFO,Bangalore,Wednesday,WFO,
2223,Harley Fisher,,05-03-2025,WFH,Bangalore,Wednesday,,
2110,JudeRamirez,,05-03-2025,WFH,Bangalore,Wednesday,WFO,
2111,LaylaAllen,1,05-03-2025,WFH,Bangalore,Wednesday,,
2094,AddisonRobinson,,05-03-2025,WFH,Bangalore,Wednesday,WFO,
2058,KatherineMitchell,,05-03-2025,WFH,Bangalore,Wednesday,,
2104,OliviaCameron,,05-03-2025,WFO,Bangalore,Wednesday,WFO,
2056,BrooklynHernandez,,05-03-2025,WFH,Bangalore,Wednesday,WFO,
2057,EmeryLee,,05-03-2025,WFO,Bangalore,Wednesday,WFO,
1781,TheodoreSanchez,,05-03-2025,WFH,Bangalore,Wednesday,,
1941,EvelynHall,,05-03-2025,WFO,Bangalore,Wednesday,WFO,
1946,SiennaFoster,,05-03-2025,WFH,Bangalore,Wednesday,,
1953,HarperMurphy,,05-03-2025,WFH,Bangalore,Wednesday,,
1957,EverlyMartin,,05-03-2025,WFH,Bangalore,Wednesday,,
2214,Shawn Peterson,,05-03-2025,WFH,Bangalore,Wednesday,,
1973,EmmaBishop,,05-03-2025,WFH,Bangalore,Wednesday,,
2215,Corey Wright,,05-03-2025,WFO,Bangalore,Wednesday,,
1981,MayaWhite,,05-03-2025,WFH,Bangalore,Wednesday,,
2221,Casey Reed,,05-03-2025,WFH,Bangalore,Wednesday,,
2222,Alex Perry,,05-03-2025,WFO,Bangalore,Wednesday,,
1947,SkylarBryant,,05-03-2025,WFH,Bangalore,Wednesday,WFO,
2002,LeahGeorge,,05-03-2025,WFH,Bangalore,Wednesday,,
2005,MilaRodriguez,,05-03-2025,WFO,Bangalore,Wednesday,WFO,
2006,LeviHudson,,05-03-2025,WFH,Bangalore,Wednesday,,
2012,DavidRodriguez,,05-03-2025,WFO,Bangalore,Wednesday,WFO,
2213,Elliot Powell,,05-03-2025,WFH,Bangalore,Wednesday,,
2017,AlexanderShaw,,05-03-2025,WFH,Bangalore,Wednesday,,
2018,LaylaCameron,,05-03-2025,WFO,Bangalore,Wednesday,,
2020,BraydenScott,,05-03-2025,WFO,Bangalore,Wednesday,,
2022,ScarlettKing,,05-03-2025,WFH,Bangalore,Wednesday,WFO,
2024,PhoebePerry,,05-03-2025,WFH,Bangalore,Wednesday,,
2033,FionaHarrington,,05-03-2025,WFH,Bangalore,Wednesday,,
2036,AdamLynch,,05-03-2025,WFH,Bangalore,Wednesday,,
2218,Jesse Morgan,,05-03-2025,WFH,Bangalore,Wednesday,WFO,
2216,Jaden Bell,,06-03-2025,WFH,Bangalore,Thursday,,
2087,AmosWilliamson,,06-03-2025,WFH,Bangalore,Thursday,WFO,
2073,BlaiseRogers,,06-03-2025,WFH,Bangalore,Thursday,WFO,
2061,JacksonMoss,,06-03-2025,WFH,Bangalore,Thursday,,
2069,SageRodriguez,,06-03-2025,WFH,Bangalore,Thursday,,
2066,NatalieNelson,,06-03-2025,WFH,Bangalore,Thursday,,
2063,JacksonGrant,,06-03-2025,WFH,Bangalore,Thursday,,
2219,Kendall Harris,,06-03-2025,WFH,Bangalore,Thursday,,
2072,MaverickCameron,,06-03-2025,WFO,Bangalore,Thursday,WFO,
2093,AvaOrtega,,06-03-2025,WFO,Bangalore,Thursday,WFO,
2104,OliviaCameron,,06-03-2025,WFO,Bangalore,Thursday,WFO,
2096,CameronRichards,,06-03-2025,WFO,Bangalore,Thursday,WFO,
2098,TheodoreCraig,,06-03-2025,WFO,Bangalore,Thursday,,
2100,FinnTaylor,,06-03-2025,WFH,Bangalore,Thursday,WFO,
2101,EliWilliams,,06-03-2025,WFH,Bangalore,Thursday,WFO,
2060,IslaHarrington,,06-03-2025,WFH,Bangalore,Thursday,,
2217,Logan Brooks,,06-03-2025,WFH,Bangalore,Thursday,WFO,
2106,MaverickClark,,06-03-2025,WFO,Bangalore,Thursday,WFO,
2107,CalvinBaker,,06-03-2025,WFH,Bangalore,Thursday,,
2108,MaddoxRodriguez,,06-03-2025,WFH,Bangalore,Thursday,WFO,
2109,OwenRoberts,,06-03-2025,WFH,Bangalore,Thursday,WFO,
2110,JudeRamirez,,06-03-2025,WFH,Bangalore,Thursday,WFO,
2111,LaylaAllen,1,06-03-2025,WFH,Bangalore,Thursday,,
2094,AddisonRobinson,,06-03-2025,WFO,Bangalore,Thursday,WFO,
2223,Harley Fisher,,06-03-2025,WFH,Bangalore,Thursday,,
2024,PhoebePerry,,06-03-2025,WFH,Bangalore,Thursday,,
2057,EmeryLee,,06-03-2025,WFH,Bangalore,Thursday,WFO,
1781,TheodoreSanchez,,06-03-2025,WFH,Bangalore,Thursday,,
1941,EvelynHall,,06-03-2025,WFO,Bangalore,Thursday,WFO,
1946,SiennaFoster,,06-03-2025,WFH,Bangalore,Thursday,,
1947,SkylarBryant,,06-03-2025,WFH,Bangalore,Thursday,WFO,
1953,HarperMurphy,,06-03-2025,WFH,Bangalore,Thursday,,
1957,EverlyMartin,,06-03-2025,WFH,Bangalore,Thursday,,
2214,Shawn Peterson,,06-03-2025,WFH,Bangalore,Thursday,,
1973,EmmaBishop,,06-03-2025,WFH,Bangalore,Thursday,,
2215,Corey Wright,,06-03-2025,WFH,Bangalore,Thursday,,
1981,MayaWhite,,06-03-2025,WFH,Bangalore,Thursday,,
2058,KatherineMitchell,,06-03-2025,WFH,Bangalore,Thursday,,
2222,Alex Perry,,06-03-2025,WFH,Bangalore,Thursday,,
2221,Casey Reed,,06-03-2025,WFH,Bangalore,Thursday,,
2002,LeahGeorge,,06-03-2025,WFH,Bangalore,Thursday,,
2005,MilaRodriguez,,06-03-2025,WFH,Bangalore,Thursday,WFO,
2012,DavidRodriguez,,06-03-2025,WFO,Bangalore,Thursday,WFO,
2213,Elliot Powell,,06-03-2025,WFH,Bangalore,Thursday,,
2017,AlexanderShaw,,06-03-2025,WFO,Bangalore,Thursday,,
2018,LaylaCameron,,06-03-2025,WFO,Bangalore,Thursday,,
2020,BraydenScott,,06-03-2025,WFH,Bangalore,Thursday,,
2022,ScarlettKing,,06-03-2025,WFH,Bangalore,Thursday,WFO,
2033,FionaHarrington,,06-03-2025,WFH,Bangalore,Thursday,,
2036,AdamLynch,,06-03-2025,WFH,Bangalore,Thursday,,
2056,BrooklynHernandez,,06-03-2025,WFH,Bangalore,Thursday,WFO,
2218,Jesse Morgan,,06-03-2025,WFH,Bangalore,Thursday,WFO,
2006,LeviHudson,,06-03-2025,WFH,Bangalore,Thursday,,
2110,JudeRamirez,,07-03-2025,WFH,Bangalore,Friday,WFO,
2111,LaylaAllen,1,07-03-2025,WFH,Bangalore,Friday,,
2109,OwenRoberts,,07-03-2025,WFH,Bangalore,Friday,WFO,
2087,AmosWilliamson,,07-03-2025,WFO,Bangalore,Friday,WFO,
2057,EmeryLee,,07-03-2025,WFO,Bangalore,Friday,WFO,
2058,KatherineMitchell,,07-03-2025,WFO,Bangalore,Friday,,
2223,Harley Fisher,,07-03-2025,WFH,Bangalore,Friday,,
2061,JacksonMoss,,07-03-2025,WFH,Bangalore,Friday,,
2063,JacksonGrant,,07-03-2025,WFH,Bangalore,Friday,,
2066,NatalieNelson,,07-03-2025,WFH,Bangalore,Friday,,
2069,SageRodriguez,,07-03-2025,WFO,Bangalore,Friday,,
2072,MaverickCameron,,07-03-2025,WFO,Bangalore,Friday,WFO,
2073,BlaiseRogers,,07-03-2025,WFO,Bangalore,Friday,WFO,
2216,Jaden Bell,,07-03-2025,WFH,Bangalore,Friday,,
2056,BrooklynHernandez,,07-03-2025,WFH,Bangalore,Friday,WFO,
2219,Kendall Harris,,07-03-2025,WFH,Bangalore,Friday,,
2094,AddisonRobinson,,07-03-2025,WFH,Bangalore,Friday,WFO,
2096,CameronRichards,,07-03-2025,WFO,Bangalore,Friday,WFO,
2098,TheodoreCraig,,07-03-2025,WFO,Bangalore,Friday,,
2100,FinnTaylor,,07-03-2025,WFO,Bangalore,Friday,WFO,
2101,EliWilliams,,07-03-2025,WFH,Bangalore,Friday,WFO,
2104,OliviaCameron,,07-03-2025,WFO,Bangalore,Friday,WFO,
2217,Logan Brooks,,07-03-2025,WFO,Bangalore,Friday,WFO,
2106,MaverickClark,,07-03-2025,WFO,Bangalore,Friday,WFO,
2107,CalvinBaker,,07-03-2025,WFH,Bangalore,Friday,,
2108,MaddoxRodriguez,,07-03-2025,WFO,Bangalore,Friday,WFO,
2093,AvaOrtega,,07-03-2025,WFO,Bangalore,Friday,WFO,
2036,AdamLynch,,07-03-2025,WFO,Bangalore,Friday,,
2060,IslaHarrington,,07-03-2025,WFO,Bangalore,Friday,,
2024,PhoebePerry,,07-03-2025,WFH,Bangalore,Friday,,
1781,TheodoreSanchez,,07-03-2025,WFH,Bangalore,Friday,,
1941,EvelynHall,,07-03-2025,WFO,Bangalore,Friday,WFO,
1946,SiennaFoster,,07-03-2025,WFH,Bangalore,Friday,,
1947,SkylarBryant,,07-03-2025,WFH,Bangalore,Friday,WFO,
1953,HarperMurphy,,07-03-2025,WFO,Bangalore,Friday,,
1957,EverlyMartin,,07-03-2025,WFH,Bangalore,Friday,,
2214,Shawn Peterson,,07-03-2025,WFO,Bangalore,Friday,,
2033,FionaHarrington,,07-03-2025,WFH,Bangalore,Friday,,
2215,Corey Wright,,07-03-2025,WFO,Bangalore,Friday,,
1981,MayaWhite,,07-03-2025,WFH,Bangalore,Friday,,
2221,Casey Reed,,07-03-2025,WFH,Bangalore,Friday,,
2222,Alex Perry,,07-03-2025,WFO,Bangalore,Friday,,
1973,EmmaBishop,,07-03-2025,WFO,Bangalore,Friday,,
2022,ScarlettKing,,07-03-2025,WFH,Bangalore,Friday,WFO,
2002,LeahGeorge,,07-03-2025,WFH,Bangalore,Friday,,
2005,MilaRodriguez,,07-03-2025,WFO,Bangalore,Friday,WFO,
2006,LeviHudson,,07-03-2025,WFH,Bangalore,Friday,,
2012,DavidRodriguez,,07-03-2025,WFO,Bangalore,Friday,WFO,
2213,Elliot Powell,,07-03-2025,WFH,Bangalore,Friday,,
2017,AlexanderShaw,,07-03-2025,WFH,Bangalore,Friday,,
2018,LaylaCameron,,07-03-2025,WFO,Bangalore,Friday,,
2020,BraydenScott,,07-03-2025,WFO,Bangalore,Friday,,
2218,Jesse Morgan,,07-03-2025,WFH,Bangalore,Friday,WFO,
2087,AmosWilliamson,,10-03-2025,WFH,Bangalore,Monday,WFO,
2073,BlaiseRogers,,10-03-2025,WFH,Bangalore,Monday,WFO,
2072,MaverickCameron,,10-03-2025,WFO,Bangalore,Monday,WFO,
2069,SageRodriguez,,10-03-2025,WFH,Bangalore,Monday,,
2066,NatalieNelson,,10-03-2025,WFH,Bangalore,Monday,,
2058,KatherineMitchell,,10-03-2025,WFO,Bangalore,Monday,,
2061,JacksonMoss,,10-03-2025,WFH,Bangalore,Monday,,
2060,IslaHarrington,,10-03-2025,WFH,Bangalore,Monday,,
2223,Harley Fisher,,10-03-2025,WFH,Bangalore,Monday,,
2216,Jaden Bell,,10-03-2025,WFH,Bangalore,Monday,,
2063,JacksonGrant,,10-03-2025,WFH,Bangalore,Monday,,
2219,Kendall Harris,,10-03-2025,WFH,Bangalore,Monday,,
2057,EmeryLee,,10-03-2025,WFH,Bangalore,Monday,WFO,
2094,AddisonRobinson,,10-03-2025,WFH,Bangalore,Monday,WFO,
2096,CameronRichards,,10-03-2025,WFH,Bangalore,Monday,WFO,
2111,LaylaAllen,1,10-03-2025,WFH,Bangalore,Monday,,
2110,JudeRamirez,,10-03-2025,WFO,Bangalore,Monday,WFO,
2109,OwenRoberts,,10-03-2025,WFO,Bangalore,Monday,WFO,
2108,MaddoxRodriguez,,10-03-2025,WFH,Bangalore,Monday,WFO,
2107,CalvinBaker,,10-03-2025,WFH,Bangalore,Monday,,
2106,MaverickClark,,10-03-2025,WFH,Bangalore,Monday,WFO,
2217,Logan Brooks,,10-03-2025,WFH,Bangalore,Monday,WFO,
2104,OliviaCameron,,10-03-2025,WFO,Bangalore,Monday,WFO,
2101,EliWilliams,,10-03-2025,WFH,Bangalore,Monday,WFO,
2093,AvaOrtega,,10-03-2025,WFO,Bangalore,Monday,WFO,
2056,BrooklynHernandez,,10-03-2025,WFH,Bangalore,Monday,WFO,
2098,TheodoreCraig,,10-03-2025,WFH,Bangalore,Monday,,
2033,FionaHarrington,,10-03-2025,WFO,Bangalore,Monday,,
1973,EmmaBishop,,10-03-2025,WFH,Bangalore,Monday,,
2214,Shawn Peterson,,10-03-2025,WFH,Bangalore,Monday,,
1957,EverlyMartin,,10-03-2025,WFH,Bangalore,Monday,,
1953,HarperMurphy,,10-03-2025,WFH,Bangalore,Monday,,
1947,SkylarBryant,,10-03-2025,WFH,Bangalore,Monday,WFO,
1946,SiennaFoster,,10-03-2025,WFO,Bangalore,Monday,,
1941,EvelynHall,,10-03-2025,WFO,Bangalore,Monday,WFO,
1781,TheodoreSanchez,,10-03-2025,WFH,Bangalore,Monday,,
2100,FinnTaylor,,10-03-2025,WFH,Bangalore,Monday,WFO,
2215,Corey Wright,,10-03-2025,WFO,Bangalore,Monday,,
1981,MayaWhite,,10-03-2025,WFH,Bangalore,Monday,,
2221,Casey Reed,,10-03-2025,WFH,Bangalore,Monday,,
2036,AdamLynch,,10-03-2025,WFH,Bangalore,Monday,,
2218,Jesse Morgan,,10-03-2025,WFO,Bangalore,Monday,WFO,
2002,LeahGeorge,,10-03-2025,WFH,Bangalore,Monday,,
2005,MilaRodriguez,,10-03-2025,WFH,Bangalore,Monday,WFO,
2006,LeviHudson,,10-03-2025,WFO,Bangalore,Monday,,
2012,DavidRodriguez,,10-03-2025,WFO,Bangalore,Monday,WFO,
2213,Elliot Powell,,10-03-2025,WFH,Bangalore,Monday,,
2017,AlexanderShaw,,10-03-2025,WFH,Bangalore,Monday,,
2018,LaylaCameron,,10-03-2025,WFH,Bangalore,Monday,,
2020,BraydenScott,,10-03-2025,WFH,Bangalore,Monday,,
2022,ScarlettKing,,10-03-2025,WFH,Bangalore,Monday,WFO,
2024,PhoebePerry,,10-03-2025,WFH,Bangalore,Monday,,
2222,Alex Perry,,10-03-2025,WFO,Bangalore,Monday,,
2216,Jaden Bell,,11-03-2025,WFH,Bangalore,Tuesday,,
2087,AmosWilliamson,,11-03-2025,WFO,Bangalore,Tuesday,WFO,
2073,BlaiseRogers,,11-03-2025,WFH,Bangalore,Tuesday,WFO,
2072,MaverickCameron,,11-03-2025,WFO,Bangalore,Tuesday,WFO,
2223,Harley Fisher,,11-03-2025,WFH,Bangalore,Tuesday,,
2066,NatalieNelson,,11-03-2025,WFH,Bangalore,Tuesday,,
2063,JacksonGrant,,11-03-2025,WFH,Bangalore,Tuesday,,
2061,JacksonMoss,,11-03-2025,WFO,Bangalore,Tuesday,,
2219,Kendall Harris,,11-03-2025,WFH,Bangalore,Tuesday,,
2069,SageRodriguez,,11-03-2025,WFH,Bangalore,Tuesday,,
2093,AvaOrtega,,11-03-2025,WFO,Bangalore,Tuesday,WFO,
2101,EliWilliams,,11-03-2025,WFH,Bangalore,Tuesday,WFO,
2096,CameronRichards,,11-03-2025,WFO,Bangalore,Tuesday,WFO,
2098,TheodoreCraig,,11-03-2025,WFH,Bangalore,Tuesday,,
2100,FinnTaylor,,11-03-2025,WFO,Bangalore,Tuesday,WFO,
2058,KatherineMitchell,,11-03-2025,WFO,Bangalore,Tuesday,,
2104,OliviaCameron,,11-03-2025,WFO,Bangalore,Tuesday,WFO,
2217,Logan Brooks,,11-03-2025,WFO,Bangalore,Tuesday,WFO,
2106,MaverickClark,,11-03-2025,WFH,Bangalore,Tuesday,WFO,
2107,CalvinBaker,,11-03-2025,WFH,Bangalore,Tuesday,,
2108,MaddoxRodriguez,,11-03-2025,WFH,Bangalore,Tuesday,WFO,
2109,OwenRoberts,,11-03-2025,WFO,Bangalore,Tuesday,WFO,
2110,JudeRamirez,,11-03-2025,WFO,Bangalore,Tuesday,WFO,
2094,AddisonRobinson,,11-03-2025,WFO,Bangalore,Tuesday,WFO,
2057,EmeryLee,,11-03-2025,WFH,Bangalore,Tuesday,WFO,
2020,BraydenScott,,11-03-2025,WFO,Bangalore,Tuesday,,
2036,AdamLynch,,11-03-2025,WFH,Bangalore,Tuesday,,
1781,TheodoreSanchez,,11-03-2025,WFH,Bangalore,Tuesday,,
1941,EvelynHall,,11-03-2025,WFO,Bangalore,Tuesday,WFO,
1946,SiennaFoster,,11-03-2025,WFH,Bangalore,Tuesday,,
1947,SkylarBryant,,11-03-2025,WFH,Bangalore,Tuesday,WFO,
1953,HarperMurphy,,11-03-2025,WFO,Bangalore,Tuesday,,
